;Company;Product;Type_Name;Inches;Screen_Resolution;Cpu;RAM;Memory;GPU;OS;Weight;Price
802;Lenovo;Yoga 510-15IKB;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon R7 M460;Windows 10;2.08kg;959.00 EUR
803;Apple;"MacBook 12""";Ultrabook;12;IPS Panel Retina Display 2304x1440;Intel Core M 1.2GHz;8GB;512GB Flash Storage;Intel HD Graphics 5300;Mac OS X;0.920kg;1 165.00 EUR
804;Lenovo;ThinkPad X1;2 in 1 Convertible;14;IPS Panel Touchscreen 2560x1440;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.42kg;2 330.00 EUR
805;Asus;R417NA-RS01 (N3350/4GB/32GB/W10);Notebook;14;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.63kg;299.00 EUR
806;Dell;Latitude 3580;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;810.00 EUR
807;Lenovo;Yoga 910-13IKB;2 in 1 Convertible;13.9;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.38kg;1 349.00 EUR
808;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;8GB;256GB SSD;AMD Radeon R5 M420X;Windows 10;2kg;739.00 EUR
809;HP;ZBook 17;Workstation;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia Quadro M2200;Windows 10;3.14kg;2 064.90 EUR
810;Asus;Pro P2540UA-XS51;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.37kg;1 099.00 EUR
811;Dell;XPS 13;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;1 499.00 EUR
812;Dell;XPS 15;Notebook;15.6;4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.06kg;1 749.00 EUR
813;Dell;Latitude 3180;Netbook;11.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;128GB SSD;Intel HD Graphics 505;Windows 10;1.63kg;744.00 EUR
814;HP;EliteBook 820;Netbook;12.5;1366x768;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.26kg;1 389.00 EUR
815;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;780.00 EUR
816;HP;15-ba043na (A12-9700P/8GB/2TB/W10);Notebook;15.6;1366x768;AMD A12-Series 9700P 2.5GHz;8GB;2TB HDD;AMD Radeon R7 Graphics;Windows 10;2.04kg;629.00 EUR
817;Dell;Inspiron 7567;Gaming;15.6;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.62kg;1 679.00 EUR
818;Lenovo;IdeaPad 310-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 920M;Windows 10;2.4kg;609.00 EUR
819;HP;Omen 17-an012dx;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12GB;1TB HDD;AMD Radeon RX 580;Windows 10;3.74kg;1 749.00 EUR
820;MSI;GE72MVR 7RG;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9kg;2 415.00 EUR
821;Samsung;Notebook 9;Ultrabook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;0.81kg;1 499.00 EUR
822;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce GT 940MX;Windows 10;1.98kg;961.00 EUR
823;Dell;Vostro 3568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;AMD Radeon R5 M420;Windows 10;2.18kg;789.81 EUR
824;Lenovo;Thinkpad T470s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;1 859.00 EUR
825;Razer;Blade Stealth;Ultrabook;12.5;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7500U 2.5GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.29kg;1 799.00 EUR
826;HP;Chromebook 11;Netbook;11.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.23kg;385.00 EUR
827;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;4.36kg;2 505.02 EUR
828;Dell;Latitude 3480;Notebook;14;1366x768;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;1.76kg;755.00 EUR
829;Lenovo;V110-15ISK (i3-6006U/4GB/500GB/W10);Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.1kg;489.90 EUR
830;Toshiba;Tecra X40-D-10Z;Ultrabook;14;1366x768;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.25kg;1 090.00 EUR
831;Lenovo;Thinkpad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.13kg;2 499.00 EUR
832;MSI;GL62M 7RD;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2.4kg;1 199.00 EUR
833;Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1.13kg;1 875.00 EUR
834;Toshiba;Satellite Pro;Notebook;14;1366x768;Intel Pentium Dual Core 4405U 2.1GHz;4GB;128GB SSD;Intel HD Graphics 510;Windows 10;1.75kg;499.00 EUR
835;Asus;ZenBook Flip;2 in 1 Convertible;13.3;Touchscreen / Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.1kg;1 358.00 EUR
836;Dell;Latitude 3480;Notebook;14;1366x768;Intel Core i3 6006U 2GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;1.76kg;585.00 EUR
837;Acer;Chromebook 11;Netbook;11.6;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.35kg;355.00 EUR
838;Acer;Swift 3;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.5kg;619.00 EUR
839;Razer;Blade Pro;Gaming;17.3;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7820HK 2.9GHz;32GB;512GB SSD;Nvidia GeForce GTX 1080;Windows 10;3.49kg;5 499.00 EUR
840;Lenovo;Thinkpad X1;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6600U 2.6GHz;16GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.1kg;2 099.00 EUR
841;Asus;VivoBook Max;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;Nvidia GeForce 920;Linux;2.1kg;519.00 EUR
842;Lenovo;Thinkpad T460;Notebook;14;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.7kg;1 186.00 EUR
843;Lenovo;ThinkPad T470s;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;1 650.00 EUR
844;Dell;Alienware 15;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;3.21kg;2 774.63 EUR
845;Asus;Rog GL702VS-BA023T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;2.9kg;2 419.00 EUR
846;Toshiba;Satellite Pro;Notebook;15.6;1366x768;Intel Core i3 7100U 2.4GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.0kg;669.00 EUR
847;Lenovo;N42-20 Chromebook;Notebook;14;1366x768;Intel Celeron Quad Core N3160 1.6GHz;4GB;16GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.5kg;325.00 EUR
848;Asus;R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10);Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB HDD;Intel HD Graphics 620;Windows 10;2.3kg;590.00 EUR
849;Asus;Rog GL702VM-GC017T;Gaming;17.3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.73kg;1 799.00 EUR
851;Dell;Alienware 17;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;32GB;512GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows 10;4.42kg;3 072.89 EUR
852;HP;ProBook 470;Notebook;17.3;1600x900;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.63kg;910.00 EUR
853;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;2.18kg;713.99 EUR
854;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 7;1.54kg;1 870.00 EUR
855;Dell;Vostro 3568;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4GB;256GB SSD;AMD Radeon R5 M420;Windows 10;2.18kg;739.00 EUR
856;HP;Chromebook X360;2 in 1 Convertible;11.6;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Chrome OS;1.4kg;615.00 EUR
857;Asus;ZenBook UX310UQ-GL026T;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;512GB SSD;Nvidia GeForce 940M;Windows 10;1.45kg;1 026.00 EUR
858;HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;2 277.00 EUR
859;HP;EliteBook 840;Ultrabook;14;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 520;Windows 10;1.54kg;1 468.00 EUR
860;HP;250 G6;Notebook;15.6;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;128GB SSD;Intel HD Graphics 400;No OS;1.86kg;299.00 EUR
862;Asus;Rog GL502VM-DS74;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.1kg;1 899.00 EUR
863;Dell;Inspiron 5767;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;AMD Radeon R7 M445;Linux;2.83kg;865.00 EUR
864;Lenovo;ThinkPad T470p;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;256GB SSD;Nvidia GeForce GT 940MX;Windows 10;1.96kg;1 903.00 EUR
865;Asus;K556UR-DM621T (i7-7500U/8GB/256GB/GeForce;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce GTX 930MX;Windows 10;2.3kg;787.00 EUR
866;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.9kg;945.00 EUR
867;Asus;X541NA (N4200/4GB/1TB/W10);Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Intel HD Graphics 505;Windows 10;2kg;449.00 EUR
868;HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;2 559.00 EUR
869;Dell;Inspiron 5368;Notebook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;1TB HDD;Intel HD Graphics 520;Windows 10;1.62kg;649.00 EUR
870;Lenovo;IdeaPad 110-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;Intel HD Graphics 520;No OS;2.2kg;469.00 EUR
871;Lenovo;ThinkPad E570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.3kg;850.66 EUR
872;HP;EliteBook 850;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;256GB SSD;AMD Radeon R7 M465;Windows 10;1.84kg;1 349.00 EUR
873;Toshiba;Portege X30-D-10X;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;1 285.00 EUR
874;Lenovo;Legion Y520-15IKBN;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050;No OS;2.5kg;1 017.00 EUR
875;Dell;XPS 13;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7660U 2.5GHz;16GB;512GB SSD;Intel Iris Plus Graphics 640;Windows 10;1.29kg;2 240.00 EUR
876;HP;Probook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4GB;500GB HDD;Intel HD Graphics 520;Windows 10;2.07kg;910.00 EUR
877;Toshiba;Portégé Z30-C-188;Ultrabook;13.3;1366x768;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Intel HD Graphics 520;Windows 10;1.2kg;1 095.00 EUR
878;Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.37kg;1 950.00 EUR
879;Acer;TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10);Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.56kg;902.00 EUR
880;Dell;Precision 3520;Workstation;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia Quadro M620;Windows 10;2.23kg;1 778.00 EUR
881;Lenovo;ThinkPad L570;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.38kg;1 055.00 EUR
882;Lenovo;IdeaPad 110-15ISK;Notebook;15.6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4GB;1TB HDD;AMD Radeon R5 M430;No OS;2.2kg;479.00 EUR
883;Toshiba;Tecra A50-D-11D;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.0kg;1 388.00 EUR
884;Lenovo;Thinkpad 13;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;180GB SSD;Intel HD Graphics 620;Windows 10;1.44kg;735.00 EUR
885;Samsung;Notebook 9;Ultrabook;15;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.23kg;1 849.00 EUR
886;Dell;Latitude 7280;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;1 690.00 EUR
887;Asus;X541NA-GO121 (N4200/4GB/1TB/Linux);Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4GB;1TB HDD;Intel HD Graphics 505;Linux;2kg;398.99 EUR
888;Xiaomi;Mi Notebook;Ultrabook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;1.28kg;935.00 EUR
889;Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2.18kg;912.50 EUR
890;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;2.04kg;839.00 EUR
891;HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;1 700.00 EUR
892;HP;Pavilion x360;2 in 1 Convertible;15.6;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;4GB;500GB HDD;Intel HD Graphics 620;Windows 10;2.3kg;684.80 EUR
893;Asus;VivoBook L402NA;Notebook;14.1;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4GB;32GB Flash Storage;Intel HD Graphics 500;Windows 10;1.65kg;348.00 EUR
894;Lenovo;IdeaPad 510-15ISK;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;1TB HDD;Nvidia GeForce 940MX;Windows 10;2.2kg;669.00 EUR
895;Dell;Inspiron 3552;Notebook;15.6;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4GB;500GB HDD;Intel HD Graphics;Windows 10;2.2kg;369.00 EUR
896;HP;EliteBook x360;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.28kg;1 799.00 EUR
897;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;AMD Radeon R5 M420X;Linux;2.18kg;455.70 EUR
898;Asus;Rog GL753VD-GC082T;Gaming;17.3;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;12GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;1 369.90 EUR
899;Acer;Chromebook C731-C78G;Netbook;11.6;IPS Panel 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4GB;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.25kg;297.00 EUR
900;Lenovo;IdeaPad 110-17ACL;Notebook;17.3;1600x900;AMD A4-Series 7210 2.2GHz;4GB;500GB HDD;AMD Radeon R3;Windows 10;2.8kg;379.00 EUR
901;HP;Probook 640;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;1 265.00 EUR
902;HP;Envy x360;2 in 1 Convertible;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;16GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.42kg;1 399.00 EUR
903;Samsung;Notebook 9;Ultrabook;15;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.17kg;1 699.00 EUR
904;Lenovo;ThinkPad T470s;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.32kg;1 799.00 EUR
905;MSI;GS73VR Stealth;Gaming;17.3;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16GB;512GB SSD +  2TB HDD;Nvidia GeForce GTX 1060;Windows 10;2.43kg;2 649.00 EUR
906;Toshiba;Portege X30-D-10V;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.05kg;1 475.00 EUR
908;Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8GB;1TB HDD;Nvidia GeForce GTX 1050Ti;Linux;2.62kg;929.00 EUR
909;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;1TB HDD;Nvidia GeForce 930MX;Windows 10;2.04kg;900.00 EUR
910;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i3 6006U 2.0GHz;4GB;1TB HDD;AMD Radeon R5 M420X;Windows 10;2.18kg;614.00 EUR
911;Dell;Latitude 5580;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8GB;500GB HDD;Intel HD Graphics 620;Windows 10;1.9kg;935.00 EUR
912;Dell;XPS 13;2 in 1 Convertible;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7Y75 1.3GHz;8GB;512GB SSD;Intel HD Graphics 615;Windows 10;1.24kg;2 013.10 EUR
913;Asus;G701VO-IH74K (i7-6820HK/32GB/2x;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32GB;256GB SSD +  256GB SSD;Nvidia GeForce GTX 980M;Windows 10;3.58kg;1 279.00 EUR
914;Dell;XPS 13;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7Y75 1.3GHz;16GB;256GB SSD;Intel HD Graphics 615;Windows 10;1.22kg;1 649.00 EUR
915;Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1.13kg;2 049.00 EUR
916;Lenovo;ThinkPad T570;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.95kg;1 962.99 EUR
917;LG;Gram 15Z970;Ultrabook;15.6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.08kg;2 099.00 EUR
918;HP;Elitebook 820;Netbook;12.5;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.26kg;1 483.00 EUR
919;Acer;Chromebook CB5-571-C1DZ;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Celeron Dual Core 3205U 1.5GHz;4GB;16GB Flash Storage;Intel HD Graphics;Chrome OS;2.20kg;359.00 EUR
920;Lenovo;IdeaPad Y700-15ISK;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2.6kg;789.00 EUR
922;LG;Gram 14Z970;Ultrabook;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;0.98kg;1 899.00 EUR
923;Dell;Latitude 5480;Notebook;14;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.6kg;1 205.00 EUR
924;HP;Elitebook Folio;Ultrabook;12.5;4K Ultra HD / Touchscreen 3840x2160;Intel Core M 6Y75 1.2GHz;8GB;240GB SSD;Intel HD Graphics 515;Windows 10;1.09kg;3 100.00 EUR
925;Lenovo;IdeaPad 510-15IKB;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6GB;256GB SSD;Nvidia GeForce 940MX;Windows 10;2.2kg;789.00 EUR
926;HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Nvidia GeForce 930MX;Windows 10;2.04kg;1 018.99 EUR
927;Acer;Aspire E5-575;Notebook;15.6;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4GB;1TB HDD;Intel HD Graphics 620;Windows 10;2.4kg;499.00 EUR
928;Lenovo;ThinkPad 13;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4GB;128GB SSD;Intel HD Graphics 620;Windows 10;1.44kg;881.00 EUR
930;HP;Probook 430;Notebook;13.3;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.49kg;960.00 EUR
931;MSI;GE72VR 6RF;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.7kg;1 599.00 EUR
932;Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows 10;2.6kg;1 349.00 EUR
933;MSI;GL62M 7RD;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8GB;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2.2kg;1 119.91 EUR
934;Dell;Vostro 3568;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4GB;1TB HDD;AMD Radeon R5 M420;Windows 10;2.18kg;684.99 EUR
935;HP;EliteBook 850;Ultrabook;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8GB;256GB SSD;AMD Radeon R7 M365X;Windows 10;1.84kg;1 296.99 EUR
936;HP;Envy 13-AB077cl;Ultrabook;13.3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7500U 2.7GHz;8GB;256GB SSD;Intel HD Graphics 620;Windows 10;1.39kg;1 149.00 EUR
937;Toshiba;Tecra Z50-C-140;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;16GB;256GB SSD;Nvidia GeForce 930M;Windows 10;2.4kg;1 975.00 EUR
938;Lenovo;ThinkPad Yoga;2 in 1 Convertible;13.3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8GB;512GB SSD;Intel HD Graphics 620;Windows 10;1.37kg;1 825.00 EUR
